Order_ID,Order_Date,Order_Time,City,Restaurant_Name,Cuisine,Customer_Rating,Delivery_Time_Minutes,Order_Value,Payment_Method,Discount_Applied,Order_Status
2927,2026-01-09,19:02:00,Pune,Pizza Point,South Indian,3.8,31,488.99,Card,188.44,Delivered
2928,2026-02-15,18:27:00,Chennai,Sushi World,South Indian,4.9,23,1111.43,Card,193.54,Delivered
2929,2026-03-03,11:39:00,Bangalore,Dosa Palace,Japanese,4.1,26,1053.23,UPI,145.69,Cancelled
2930,2026-03-04,15:44:00,Pune,Tandoori Nights,Indian,3.2,29,330.06,Card,138.77,Delivered
2931,2026-01-13,21:42:00,Mumbai,Dosa Palace,Fast Food,3.8,41,1129.95,UPI,187.69,Delivered
2932,2026-03-21,10:39:00,Pune,Dosa Palace,South Indian,4.1,44,210.17,UPI,58.26,Delivered
2933,2026-02-20,15:51:00,Mumbai,Tandoori Nights,South Indian,4.1,48,1022.42,UPI,30.2,Cancelled
2934,2026-02-02,15:36:00,Chennai,Biryani Hub,Italian,4.0,58,478.8,Card,58.0,Delivered
2935,2026-02-08,19:31:00,Pune,Burger Town,Japanese,2.9,34,388.66,UPI,189.79,Delivered
2936,2026-02-13,21:42:00,Mumbai,Sushi World,Fast Food,2.6,38,648.71,Card,42.46,Delivered
2937,2026-02-15,10:28:00,Chennai,Sushi World,South Indian,3.3,58,1097.08,Card,44.95,Delivered
2938,2026-02-20,10:02:00,Bangalore,Sushi World,Italian,3.6,65,985.9,UPI,38.59,Delivered
2939,2026-02-14,17:31:00,Mumbai,Dosa Palace,Indian,2.7,65,1167.07,Card,96.96,Delivered
2940,2026-03-03,17:31:00,Bangalore,Tandoori Nights,South Indian,4.5,37,741.0,UPI,159.28,Delivered
2941,2026-01-26,16:39:00,Bangalore,Burger Town,Italian,3.4,61,710.56,UPI,76.37,Delivered
2942,2026-03-22,15:15:00,Hyderabad,Pizza Point,Indian,4.8,22,213.03,UPI,20.02,Cancelled
2943,2026-01-23,19:30:00,Pune,Sushi World,Japanese,2.9,25,380.61,COD,148.04,Delivered
2944,2026-02-25,20:37:00,Mumbai,Tandoori Nights,Indian,2.6,41,697.62,Card,121.97,Delivered
2945,2026-02-05,16:22:00,Bangalore,Burger Town,South Indian,3.7,60,952.57,COD,95.83,Delivered
2946,2026-01-22,16:25:00,Hyderabad,Burger Town,Fast Food,3.0,65,1022.6,COD,192.82,Delivered
2947,2026-01-05,17:45:00,Chennai,Biryani Hub,Indian,4.8,50,483.27,Card,94.08,Delivered
2948,2026-03-03,13:31:00,Mumbai,Tandoori Nights,Fast Food,2.5,40,912.46,Card,146.51,Delivered
2949,2026-01-01,14:56:00,Bangalore,Sushi World,Fast Food,3.5,27,1028.53,UPI,31.7,Delivered
2950,2026-03-12,10:23:00,Pune,Dosa Palace,Indian,4.8,20,574.8,COD,83.31,Delivered
2951,2026-03-10,18:16:00,Hyderabad,Burger Town,Japanese,3.5,22,895.56,Card,42.45,Delivered
2952,2026-02-15,16:49:00,Bangalore,Burger Town,Indian,2.7,48,637.28,UPI,69.63,Delivered
2953,2026-01-19,19:05:00,Pune,Pizza Point,Italian,3.3,25,1185.65,Card,95.94,Delivered
2954,2026-03-22,22:39:00,Bangalore,Biryani Hub,Fast Food,3.7,52,206.67,Card,34.9,Cancelled
2955,2026-02-09,14:40:00,Mumbai,Burger Town,South Indian,3.0,37,614.35,UPI,160.61,Delivered
2956,2026-02-04,17:23:00,Mumbai,Burger Town,Fast Food,3.7,61,463.72,Card,75.2,Delivered
2957,2026-02-12,19:57:00,Mumbai,Dosa Palace,South Indian,4.6,68,1049.74,UPI,179.32,Delivered
2958,2026-02-07,11:55:00,Hyderabad,Dosa Palace,Italian,4.7,20,487.13,COD,134.93,Delivered
2959,2026-02-06,17:30:00,Mumbai,Pizza Point,Italian,2.6,41,743.85,UPI,35.32,Delivered
2960,2026-02-04,11:09:00,Pune,Tandoori Nights,Italian,2.9,50,940.27,Card,128.39,Delivered
2961,2026-02-22,11:55:00,Bangalore,Pizza Point,Indian,3.2,42,697.23,COD,4.65,Delivered
2962,2026-02-17,20:02:00,Chennai,Pizza Point,Fast Food,4.0,27,610.4,COD,161.48,Delivered
2963,2026-01-17,12:14:00,Pune,Dosa Palace,South Indian,3.4,48,242.52,UPI,194.84,Delivered
2964,2026-03-25,13:45:00,Pune,Tandoori Nights,Italian,4.6,63,222.93,UPI,135.55,Cancelled
2965,2026-01-25,12:00:00,Mumbai,Dosa Palace,Italian,4.3,65,1157.32,UPI,185.3,Delivered
2966,2026-02-13,14:37:00,Hyderabad,Biryani Hub,South Indian,2.8,38,843.24,COD,58.96,Delivered
2967,2026-01-14,22:03:00,Bangalore,Sushi World,Fast Food,4.1,68,1025.25,UPI,84.72,Delivered
2968,2026-01-05,17:50:00,Hyderabad,Sushi World,Fast Food,2.8,35,680.44,Card,84.92,Delivered
2969,2026-03-19,12:14:00,Bangalore,Biryani Hub,South Indian,3.1,38,461.58,COD,22.41,Delivered
2970,2026-02-06,16:05:00,Bangalore,Sushi World,Japanese,2.9,56,494.54,UPI,159.29,Delivered
2971,2026-01-01,11:46:00,Hyderabad,Tandoori Nights,Fast Food,2.9,41,243.49,COD,99.01,Delivered
2972,2026-02-19,10:23:00,Pune,Dosa Palace,South Indian,4.0,38,990.88,Card,98.09,Delivered
2973,2026-02-03,11:23:00,Bangalore,Sushi World,South Indian,3.9,23,781.57,Card,133.69,Delivered
2974,2026-01-30,19:26:00,Hyderabad,Tandoori Nights,Italian,2.9,24,680.8,Card,34.2,Delivered
2975,2026-01-09,17:08:00,Bangalore,Dosa Palace,South Indian,5.0,24,1052.3,UPI,162.03,Delivered
2976,2026-02-19,22:33:00,Chennai,Tandoori Nights,Indian,3.6,44,644.85,UPI,73.17,Delivered
2977,2026-02-24,22:49:00,Pune,Biryani Hub,Italian,2.7,43,1147.93,COD,15.93,Delivered
2978,2026-03-24,19:27:00,Mumbai,Pizza Point,Italian,2.8,20,213.24,UPI,38.07,Cancelled
2979,2026-02-15,12:40:00,Bangalore,Biryani Hub,Fast Food,4.0,69,1184.62,COD,50.57,Delivered
2980,2026-01-31,18:27:00,Chennai,Sushi World,Japanese,4.9,47,1015.88,UPI,35.59,Cancelled
2981,2026-02-10,17:16:00,Mumbai,Dosa Palace,Fast Food,3.9,66,554.94,Card,48.45,Delivered
2982,2026-03-02,18:19:00,Mumbai,Tandoori Nights,Indian,4.9,40,795.36,UPI,199.17,Cancelled
2983,2026-02-27,21:11:00,Bangalore,Sushi World,Italian,3.6,38,1064.61,UPI,107.55,Delivered
2984,2026-02-08,11:57:00,Hyderabad,Sushi World,Italian,3.6,42,681.6,UPI,120.59,Delivered
2985,2026-01-26,12:07:00,Bangalore,Pizza Point,South Indian,3.8,33,251.05,Card,33.21,Delivered
2986,2026-03-16,15:04:00,Chennai,Sushi World,Japanese,4.2,25,1103.7,COD,8.8,Cancelled
2987,2026-02-02,10:20:00,Mumbai,Pizza Point,Japanese,3.4,51,717.02,UPI,62.07,Delivered
2988,2026-01-26,22:43:00,Bangalore,Dosa Palace,South Indian,4.7,69,745.16,Card,153.96,Delivered
2989,2026-03-09,17:19:00,Hyderabad,Dosa Palace,Indian,2.6,51,213.72,UPI,111.76,Delivered
2990,2026-01-25,20:08:00,Bangalore,Tandoori Nights,Japanese,3.6,27,300.07,UPI,2.16,Delivered
2991,2026-03-30,11:51:00,Pune,Pizza Point,Italian,3.8,56,977.4,Card,157.75,Delivered
2992,2026-03-30,22:53:00,Hyderabad,Biryani Hub,Indian,4.0,41,634.95,UPI,20.8,Delivered
2993,2026-01-12,20:12:00,Chennai,Dosa Palace,Fast Food,3.2,27,1198.06,UPI,88.08,Delivered
2994,2026-03-29,22:54:00,Mumbai,Tandoori Nights,Fast Food,3.6,57,895.68,UPI,199.89,Delivered
2995,2026-01-10,21:00:00,Bangalore,Biryani Hub,Indian,3.7,29,1149.6,UPI,24.27,Delivered
2996,2026-01-22,12:54:00,Hyderabad,Dosa Palace,Italian,4.2,22,479.35,UPI,163.01,Cancelled
2997,2026-01-15,21:15:00,Pune,Dosa Palace,Fast Food,4.4,32,376.15,Card,159.84,Delivered
2998,2026-03-11,13:59:00,Hyderabad,Tandoori Nights,Italian,4.3,58,576.59,Card,89.01,Delivered
2999,2026-02-21,18:55:00,Pune,Tandoori Nights,South Indian,3.4,49,464.77,UPI,197.65,Delivered
3000,2026-01-10,15:55:00,Chennai,Burger Town,Japanese,5.0,23,813.37,UPI,61.59,Delivered
3001,2026-03-31,21:27:00,Mumbai,Sushi World,Indian,4.6,64,944.44,COD,63.16,Delivered
3002,2026-02-15,16:05:00,Chennai,Sushi World,Japanese,3.2,25,602.1,Card,30.48,Delivered
3003,2026-03-14,15:00:00,Bangalore,Biryani Hub,South Indian,3.0,35,289.85,UPI,73.95,Delivered
3004,2026-02-02,21:31:00,Hyderabad,Sushi World,Fast Food,3.3,41,226.33,COD,59.28,Cancelled
3005,2026-02-24,21:18:00,Pune,Biryani Hub,Italian,3.6,46,418.03,Card,120.9,Delivered
3006,2026-03-17,18:56:00,Pune,Dosa Palace,Italian,4.6,40,932.49,COD,8.15,Delivered
3007,2026-01-11,11:09:00,Hyderabad,Burger Town,South Indian,4.4,48,421.55,COD,62.05,Cancelled
3008,2026-02-15,10:21:00,Hyderabad,Burger Town,Indian,4.6,20,1110.97,UPI,0.94,Delivered
3009,2026-03-30,20:52:00,Bangalore,Dosa Palace,Japanese,3.2,49,851.64,UPI,1.26,Delivered
3010,2026-01-04,14:38:00,Chennai,Tandoori Nights,Fast Food,4.0,43,1062.09,Card,164.06,Delivered
3011,2026-01-12,16:13:00,Pune,Pizza Point,Indian,3.2,32,585.81,COD,149.96,Delivered
3012,2026-02-16,16:44:00,Bangalore,Pizza Point,South Indian,2.8,49,1183.55,COD,148.83,Delivered
3013,2026-03-03,18:56:00,Chennai,Sushi World,South Indian,4.2,45,879.5,UPI,70.73,Cancelled
3014,2026-02-14,20:23:00,Bangalore,Tandoori Nights,Italian,2.9,53,556.96,Card,139.85,Delivered
3015,2026-02-18,21:56:00,Pune,Biryani Hub,Fast Food,4.2,39,412.54,UPI,51.31,Delivered
3016,2026-01-29,22:29:00,Hyderabad,Burger Town,Indian,4.1,25,1066.53,Card,61.88,Cancelled
3017,2026-02-12,16:50:00,Hyderabad,Sushi World,Italian,4.5,62,518.1,COD,112.5,Delivered
3018,2026-02-11,20:33:00,Chennai,Dosa Palace,Fast Food,2.8,68,244.36,Card,139.92,Delivered
3019,2026-02-20,11:31:00,Mumbai,Tandoori Nights,Japanese,4.5,28,478.66,COD,53.15,Cancelled
3020,2026-03-25,20:04:00,Chennai,Burger Town,Japanese,5.0,56,379.45,Card,135.86,Cancelled
3021,2026-02-21,16:59:00,Mumbai,Biryani Hub,Italian,4.6,56,519.73,UPI,192.5,Cancelled
3022,2026-01-18,16:27:00,Bangalore,Biryani Hub,Indian,4.4,35,813.27,UPI,98.77,Delivered
3023,2026-01-27,17:17:00,Bangalore,Pizza Point,Fast Food,4.2,23,700.43,UPI,81.42,Delivered
3024,2026-03-13,17:42:00,Pune,Sushi World,Japanese,3.6,51,910.85,Card,46.5,Delivered
3025,2026-02-19,14:45:00,Mumbai,Dosa Palace,Japanese,4.3,39,533.83,COD,71.23,Delivered
3026,2026-02-17,10:30:00,Pune,Burger Town,Indian,4.3,48,319.81,UPI,105.76,Delivered
3027,2026-03-23,18:06:00,Hyderabad,Biryani Hub,Italian,4.1,50,360.27,Card,188.82,Delivered
3028,2026-02-27,19:31:00,Mumbai,Burger Town,South Indian,4.5,64,997.28,Card,52.15,Delivered
3029,2026-03-05,14:44:00,Chennai,Dosa Palace,Fast Food,3.6,36,297.99,UPI,46.29,Cancelled
3030,2026-02-27,14:09:00,Hyderabad,Burger Town,Japanese,2.8,60,998.13,UPI,192.12,Delivered
3031,2026-02-12,21:29:00,Hyderabad,Sushi World,South Indian,3.9,44,412.63,UPI,121.17,Delivered
3032,2026-02-10,17:29:00,Chennai,Pizza Point,Indian,3.2,64,878.4,UPI,147.05,Cancelled
3033,2026-01-31,16:25:00,Hyderabad,Burger Town,Italian,3.5,35,823.1,Card,165.94,Delivered
3034,2026-01-21,17:49:00,Mumbai,Tandoori Nights,Fast Food,2.5,39,298.26,COD,16.36,Delivered
3035,2026-01-21,21:52:00,Pune,Pizza Point,Indian,3.5,61,865.86,COD,96.96,Delivered
3036,2026-01-27,21:37:00,Hyderabad,Dosa Palace,Italian,4.5,29,647.51,Card,28.02,Delivered
3037,2026-03-17,17:59:00,Mumbai,Pizza Point,Indian,3.9,67,907.16,COD,124.86,Delivered
3038,2026-01-07,17:45:00,Bangalore,Burger Town,Japanese,2.5,42,1035.47,Card,190.75,Delivered
3039,2026-02-04,22:33:00,Mumbai,Burger Town,Japanese,3.7,52,239.5,Card,11.25,Cancelled
3040,2026-01-05,21:13:00,Pune,Tandoori Nights,South Indian,3.2,62,847.96,Card,54.82,Cancelled
3041,2026-02-15,11:03:00,Mumbai,Biryani Hub,Indian,3.7,32,304.96,COD,199.94,Delivered
3042,2026-02-06,12:23:00,Chennai,Tandoori Nights,Japanese,3.5,44,578.88,Card,1.1,Delivered
3043,2026-03-22,21:28:00,Pune,Burger Town,Italian,4.8,69,212.68,Card,27.91,Delivered
3044,2026-02-25,15:01:00,Bangalore,Pizza Point,South Indian,2.6,56,528.64,UPI,16.15,Delivered
3045,2026-02-14,17:38:00,Chennai,Tandoori Nights,Fast Food,4.2,55,369.35,UPI,152.81,Delivered
3046,2026-02-01,21:22:00,Mumbai,Tandoori Nights,Indian,4.6,43,756.26,COD,150.19,Cancelled
3047,2026-03-02,14:17:00,Pune,Biryani Hub,Japanese,4.9,25,712.27,UPI,155.52,Delivered
3048,2026-02-28,16:37:00,Bangalore,Burger Town,Italian,2.9,34,993.27,UPI,154.97,Delivered
3049,2026-02-19,14:59:00,Chennai,Burger Town,Indian,3.8,53,839.96,UPI,167.04,Delivered
3050,2026-03-24,15:22:00,Bangalore,Dosa Palace,Italian,2.6,23,914.63,Card,154.58,Delivered
3051,2026-02-16,16:27:00,Mumbai,Biryani Hub,South Indian,3.7,33,292.48,UPI,96.71,Delivered
3052,2026-01-14,12:37:00,Bangalore,Dosa Palace,Japanese,2.8,23,227.76,COD,149.1,Delivered
3053,2026-03-30,20:45:00,Hyderabad,Dosa Palace,Japanese,4.6,47,1169.54,Card,119.52,Cancelled
3054,2026-01-17,13:46:00,Chennai,Dosa Palace,South Indian,2.8,48,627.03,COD,73.3,Delivered
3055,2026-03-09,15:58:00,Bangalore,Sushi World,Italian,3.8,37,594.97,COD,167.31,Delivered
3056,2026-03-02,18:18:00,Mumbai,Dosa Palace,Indian,3.8,39,235.01,COD,157.61,Delivered
3057,2026-02-26,15:57:00,Mumbai,Tandoori Nights,Italian,4.9,67,318.91,COD,34.7,Delivered
3058,2026-03-05,10:34:00,Bangalore,Pizza Point,Indian,4.1,60,1140.47,COD,4.89,Delivered
3059,2026-03-12,10:04:00,Mumbai,Tandoori Nights,South Indian,3.2,51,894.85,UPI,63.19,Delivered
3060,2026-01-01,17:21:00,Pune,Tandoori Nights,Fast Food,3.1,27,609.21,UPI,80.75,Delivered
3061,2026-01-16,15:25:00,Pune,Burger Town,Indian,2.8,62,1104.48,COD,34.87,Delivered
3062,2026-01-02,14:18:00,Pune,Sushi World,Japanese,4.4,65,789.89,COD,171.03,Delivered
3063,2026-01-01,21:49:00,Hyderabad,Dosa Palace,Japanese,4.2,68,946.47,UPI,6.72,Delivered
3064,2026-02-06,16:18:00,Bangalore,Burger Town,Japanese,4.0,32,631.6,COD,96.72,Delivered
3065,2026-03-22,20:23:00,Hyderabad,Biryani Hub,Italian,2.6,59,631.53,UPI,11.1,Delivered
3066,2026-01-26,20:05:00,Mumbai,Biryani Hub,Italian,4.4,65,268.35,COD,107.33,Delivered
3067,2026-03-29,20:58:00,Hyderabad,Burger Town,Italian,4.1,62,933.97,COD,92.73,Delivered
3068,2026-02-09,12:54:00,Mumbai,Pizza Point,Japanese,4.9,28,299.12,Card,156.03,Delivered
3069,2026-01-03,13:34:00,Mumbai,Burger Town,Indian,4.0,59,964.27,COD,137.94,Delivered
3070,2026-01-26,13:19:00,Chennai,Burger Town,Japanese,3.3,65,390.86,Card,168.79,Delivered
3071,2026-03-05,19:22:00,Pune,Sushi World,Indian,3.5,66,447.37,COD,108.87,Delivered
3072,2026-02-18,16:59:00,Mumbai,Biryani Hub,Italian,2.9,52,1117.89,Card,164.49,Delivered
3073,2026-03-13,21:59:00,Chennai,Biryani Hub,Fast Food,4.3,31,671.57,UPI,143.83,Delivered
3074,2026-02-17,17:36:00,Pune,Dosa Palace,Italian,4.3,56,325.24,COD,155.9,Delivered
3075,2026-01-15,13:00:00,Mumbai,Tandoori Nights,South Indian,3.0,44,1105.08,UPI,120.14,Cancelled
3076,2026-02-03,11:20:00,Mumbai,Burger Town,Indian,2.9,65,652.4,Card,143.92,Delivered
3077,2026-03-18,13:08:00,Hyderabad,Burger Town,Fast Food,2.7,44,330.55,Card,80.34,Delivered
3078,2026-02-21,14:07:00,Hyderabad,Pizza Point,Italian,4.8,35,590.82,Card,17.0,Delivered
3079,2026-02-15,19:00:00,Pune,Biryani Hub,Fast Food,3.1,35,789.33,Card,83.32,Delivered
3080,2026-02-02,17:09:00,Mumbai,Pizza Point,Japanese,3.4,58,562.34,UPI,34.68,Delivered
3081,2026-03-30,15:51:00,Bangalore,Sushi World,Indian,3.2,54,1124.33,Card,125.88,Delivered
3082,2026-01-10,22:19:00,Hyderabad,Dosa Palace,South Indian,3.5,42,469.68,COD,52.65,Delivered
3083,2026-01-30,15:00:00,Pune,Pizza Point,Japanese,4.3,27,375.83,Card,191.63,Delivered
3084,2026-03-03,12:24:00,Mumbai,Biryani Hub,Fast Food,4.7,65,420.95,UPI,54.24,Delivered
3085,2026-02-17,19:51:00,Mumbai,Sushi World,Italian,3.0,22,283.75,UPI,19.63,Delivered
3086,2026-01-10,10:05:00,Bangalore,Burger Town,Indian,4.2,43,652.3,COD,176.12,Delivered
3087,2026-02-11,12:24:00,Pune,Sushi World,South Indian,3.4,62,1078.33,UPI,82.88,Delivered
3088,2026-01-19,12:36:00,Mumbai,Tandoori Nights,Italian,5.0,41,505.34,Card,71.16,Cancelled
3089,2026-02-06,22:03:00,Hyderabad,Pizza Point,South Indian,3.2,33,458.34,COD,177.08,Delivered
3090,2026-02-12,10:03:00,Bangalore,Biryani Hub,Indian,2.5,41,1037.38,COD,130.69,Delivered
3091,2026-03-18,10:12:00,Pune,Pizza Point,Fast Food,3.8,53,505.99,UPI,106.43,Delivered
3092,2026-01-04,13:26:00,Bangalore,Burger Town,South Indian,2.9,55,676.89,COD,65.43,Delivered
3093,2026-02-21,22:28:00,Hyderabad,Burger Town,Indian,2.6,50,231.24,Card,58.5,Delivered
3094,2026-02-24,22:35:00,Pune,Biryani Hub,South Indian,4.2,40,487.07,Card,115.9,Delivered
3095,2026-02-20,20:32:00,Bangalore,Tandoori Nights,Italian,4.3,24,330.56,UPI,100.28,Cancelled
3096,2026-01-22,13:37:00,Chennai,Dosa Palace,South Indian,3.7,38,305.85,Card,55.2,Delivered
3097,2026-02-14,17:44:00,Hyderabad,Sushi World,Italian,4.2,61,631.42,Card,36.81,Delivered
3098,2026-03-19,22:18:00,Hyderabad,Sushi World,Italian,3.8,40,477.33,UPI,163.6,Delivered
3099,2026-03-25,11:47:00,Hyderabad,Burger Town,Indian,4.1,21,366.45,Card,137.55,Delivered
3100,2026-01-29,17:07:00,Chennai,Pizza Point,Japanese,4.0,22,711.49,UPI,198.66,Delivered
3101,2026-01-06,19:47:00,Chennai,Pizza Point,South Indian,4.2,66,984.04,UPI,103.16,Delivered
3102,2026-01-31,13:47:00,Mumbai,Tandoori Nights,Fast Food,3.0,49,934.86,UPI,198.88,Delivered
3103,2026-01-25,20:22:00,Bangalore,Dosa Palace,Italian,3.2,53,450.76,COD,92.17,Delivered
3104,2026-03-23,19:55:00,Mumbai,Pizza Point,Japanese,3.6,44,463.13,Card,106.99,Delivered
3105,2026-02-11,12:28:00,Bangalore,Sushi World,Italian,3.6,54,931.9,Card,41.82,Delivered
3106,2026-03-23,21:58:00,Chennai,Pizza Point,Japanese,4.4,48,757.17,Card,29.9,Delivered
3107,2026-01-13,15:05:00,Chennai,Dosa Palace,Japanese,3.4,31,942.42,UPI,188.04,Delivered
3108,2026-03-01,16:11:00,Mumbai,Sushi World,Fast Food,2.9,42,201.37,UPI,196.24,Delivered
3109,2026-02-12,11:14:00,Pune,Pizza Point,Japanese,3.1,47,287.14,Card,109.51,Cancelled
3110,2026-01-20,22:26:00,Mumbai,Sushi World,Fast Food,3.0,65,1001.97,Card,54.45,Delivered
3111,2026-01-10,18:25:00,Bangalore,Burger Town,Indian,4.3,36,1051.12,Card,190.28,Delivered
3112,2026-01-08,15:00:00,Mumbai,Burger Town,Italian,3.7,35,543.44,Card,159.35,Delivered
3113,2026-03-30,12:57:00,Hyderabad,Tandoori Nights,Fast Food,4.3,68,1158.33,COD,35.96,Delivered
3114,2026-01-30,11:37:00,Bangalore,Burger Town,Italian,3.5,28,501.57,UPI,59.67,Delivered
3115,2026-02-26,13:55:00,Bangalore,Pizza Point,South Indian,4.7,22,1090.28,COD,0.84,Delivered
3116,2026-02-26,19:45:00,Pune,Dosa Palace,Indian,5.0,41,621.71,Card,116.4,Delivered
3117,2026-03-29,15:31:00,Chennai,Sushi World,South Indian,4.2,50,761.81,UPI,105.28,Delivered
3118,2026-02-26,12:42:00,Bangalore,Biryani Hub,South Indian,4.7,33,843.27,COD,32.78,Delivered
3119,2026-03-02,11:27:00,Chennai,Burger Town,Japanese,3.8,22,333.11,COD,67.87,Delivered
3120,2026-03-21,21:38:00,Mumbai,Burger Town,Japanese,4.8,57,237.11,UPI,187.84,Delivered
3121,2026-02-23,14:20:00,Hyderabad,Biryani Hub,South Indian,4.6,42,626.8,COD,129.8,Delivered
3122,2026-03-19,12:49:00,Pune,Biryani Hub,Japanese,5.0,40,360.36,Card,172.6,Delivered
3123,2026-02-13,11:24:00,Chennai,Pizza Point,Italian,4.1,43,748.93,COD,167.66,Delivered
3124,2026-03-06,21:22:00,Bangalore,Sushi World,Japanese,4.4,51,653.64,COD,184.13,Delivered
3125,2026-01-28,11:03:00,Chennai,Burger Town,South Indian,3.9,64,322.1,Card,8.31,Delivered
3126,2026-03-21,13:15:00,Bangalore,Dosa Palace,Japanese,3.1,24,865.79,Card,52.49,Delivered
3127,2026-01-05,11:42:00,Chennai,Pizza Point,Japanese,3.4,52,220.49,COD,83.11,Delivered
3128,2026-02-24,10:37:00,Bangalore,Pizza Point,Fast Food,4.7,63,326.38,Card,128.02,Delivered
3129,2026-01-07,19:21:00,Mumbai,Dosa Palace,Fast Food,2.6,66,900.16,UPI,121.63,Delivered
3130,2026-03-12,22:30:00,Bangalore,Dosa Palace,South Indian,4.0,38,727.86,UPI,49.22,Cancelled
3131,2026-02-16,11:47:00,Bangalore,Tandoori Nights,Italian,3.4,53,481.93,Card,38.56,Delivered
3132,2026-02-11,13:33:00,Hyderabad,Dosa Palace,Indian,3.5,22,380.25,Card,87.48,Delivered
3133,2026-01-29,20:44:00,Bangalore,Biryani Hub,Indian,4.7,58,842.28,UPI,50.12,Delivered
3134,2026-01-19,21:30:00,Hyderabad,Burger Town,South Indian,4.6,47,405.6,UPI,193.02,Delivered
3135,2026-01-07,18:17:00,Pune,Tandoori Nights,Italian,4.0,30,1184.61,COD,193.09,Cancelled
3136,2026-01-18,21:54:00,Hyderabad,Biryani Hub,Italian,3.2,29,1069.31,COD,22.67,Cancelled
3137,2026-02-02,22:35:00,Mumbai,Tandoori Nights,Italian,3.7,59,332.16,COD,141.02,Delivered
3138,2026-02-28,12:24:00,Hyderabad,Burger Town,Fast Food,3.5,21,1059.15,COD,45.65,Cancelled
3139,2026-02-03,14:48:00,Pune,Tandoori Nights,South Indian,3.4,65,545.04,UPI,143.49,Delivered
3140,2026-02-24,11:40:00,Mumbai,Biryani Hub,Indian,2.8,64,689.98,UPI,153.42,Delivered
3141,2026-02-15,19:56:00,Chennai,Sushi World,Italian,3.9,58,342.82,UPI,9.63,Delivered
3142,2026-01-30,22:59:00,Chennai,Burger Town,South Indian,3.3,46,318.57,Card,139.07,Delivered
3143,2026-02-25,12:16:00,Hyderabad,Pizza Point,Indian,4.2,28,1065.49,UPI,179.36,Delivered
3144,2026-02-07,13:00:00,Hyderabad,Burger Town,Fast Food,3.3,58,829.9,Card,43.26,Cancelled
3145,2026-03-29,19:28:00,Pune,Burger Town,Japanese,3.6,20,660.46,Card,23.11,Delivered
3146,2026-01-19,17:10:00,Pune,Burger Town,Indian,2.6,52,236.16,Card,113.36,Delivered
3147,2026-02-14,11:29:00,Bangalore,Sushi World,Indian,5.0,57,1121.96,COD,103.49,Delivered
3148,2026-03-29,15:52:00,Pune,Biryani Hub,Indian,3.8,52,576.09,Card,177.15,Cancelled
3149,2026-01-06,21:27:00,Bangalore,Pizza Point,Japanese,2.6,67,616.65,UPI,90.22,Delivered
3150,2026-03-11,12:05:00,Mumbai,Biryani Hub,Italian,3.9,22,489.81,UPI,82.71,Delivered
3151,2026-01-05,16:10:00,Hyderabad,Tandoori Nights,Japanese,4.7,51,1091.29,UPI,142.79,Delivered
3152,2026-02-03,20:07:00,Mumbai,Tandoori Nights,Indian,4.4,32,544.58,UPI,15.49,Delivered
3153,2026-02-02,22:32:00,Pune,Tandoori Nights,Fast Food,4.3,40,374.25,UPI,11.41,Delivered
3154,2026-03-27,17:17:00,Mumbai,Biryani Hub,Indian,2.8,23,700.56,UPI,100.98,Delivered
3155,2026-03-20,11:53:00,Mumbai,Dosa Palace,Fast Food,4.1,36,981.49,Card,17.81,Delivered
3156,2026-03-03,18:05:00,Mumbai,Sushi World,South Indian,4.4,61,571.34,UPI,187.83,Delivered
3157,2026-01-12,16:09:00,Pune,Dosa Palace,Fast Food,3.9,23,852.05,Card,130.85,Delivered
3158,2026-02-22,14:09:00,Mumbai,Tandoori Nights,Indian,4.7,39,504.22,COD,150.73,Delivered
3159,2026-02-22,16:12:00,Bangalore,Sushi World,Japanese,3.2,31,919.76,UPI,45.77,Delivered
3160,2026-01-01,17:59:00,Pune,Biryani Hub,Indian,3.1,45,868.72,COD,98.81,Cancelled
3161,2026-03-03,22:17:00,Mumbai,Tandoori Nights,Indian,4.7,64,880.75,COD,26.77,Cancelled
3162,2026-01-12,10:34:00,Pune,Biryani Hub,South Indian,4.1,55,845.91,COD,40.62,Cancelled
3163,2026-01-25,18:04:00,Chennai,Sushi World,Italian,2.5,35,356.31,UPI,113.64,Delivered
3164,2026-01-23,20:48:00,Bangalore,Biryani Hub,Indian,3.4,26,1087.99,Card,55.98,Delivered
3165,2026-03-27,21:26:00,Mumbai,Biryani Hub,South Indian,4.6,52,785.75,COD,183.43,Delivered
3166,2026-01-08,13:36:00,Chennai,Pizza Point,Japanese,2.6,67,582.39,UPI,199.05,Cancelled
3167,2026-02-24,15:58:00,Chennai,Dosa Palace,South Indian,2.5,21,372.34,Card,0.79,Cancelled
3168,2026-02-18,15:43:00,Pune,Dosa Palace,South Indian,3.2,52,983.58,COD,151.82,Cancelled
3169,2026-03-16,15:00:00,Chennai,Dosa Palace,Fast Food,4.8,33,709.05,UPI,23.07,Delivered
3170,2026-02-18,22:57:00,Bangalore,Burger Town,Italian,4.8,39,347.29,Card,114.92,Cancelled
3171,2026-03-17,16:31:00,Bangalore,Pizza Point,Italian,3.8,56,1121.42,Card,45.7,Cancelled
3172,2026-03-15,15:10:00,Hyderabad,Tandoori Nights,Japanese,3.9,46,306.08,UPI,192.97,Delivered
